"","Country","date","confirmed","recovered","deaths"
"17851","Uruguay",2020-04-25,596,370,14
"17852","US",2020-04-25,940829,100372,54015
"17853","Uzbekistan",2020-04-25,1862,707,8
"17854","Venezuela",2020-04-25,323,132,10
"17855","Vietnam",2020-04-25,270,225,0
"17856","West Bank and Gaza",2020-04-25,342,83,2
"17857","Western Sahara",2020-04-25,6,5,0
"17858","Yemen",2020-04-25,1,1,0
"17859","Zambia",2020-04-25,84,37,3
"17860","Zimbabwe",2020-04-25,31,2,4
"17861","Afghanistan",2020-04-26,1531,207,50
"17862","Albania",2020-04-26,726,410,28
"17863","Algeria",2020-04-26,3382,1508,425
"17864","Andorra",2020-04-26,738,344,40
"17865","Angola",2020-04-26,26,6,2
"17866","Antigua and Barbuda",2020-04-26,24,11,3
"17867","Argentina",2020-04-26,3892,1107,192
"17868","Armenia",2020-04-26,1746,833,28
"17869","Australia",2020-04-26,6714,5541,83
"17870","Austria",2020-04-26,15225,12282,542
"17871","Azerbaijan",2020-04-26,1645,1139,21
"17872","Bahamas",2020-04-26,80,22,11
"17873","Bahrain",2020-04-26,2647,1189,8
"17874","Bangladesh",2020-04-26,5416,122,145
"17875","Barbados",2020-04-26,79,39,6
"17876","Belarus",2020-04-26,10463,1695,72
"17877","Belgium",2020-04-26,46134,10785,7094
"17878","Belize",2020-04-26,18,5,2
"17879","Benin",2020-04-26,64,33,1
"17880","Bhutan",2020-04-26,7,4,0
"17881","Bolivia",2020-04-26,950,80,50
"17882","Bosnia and Herzegovina",2020-04-26,1516,624,59
"17883","Botswana",2020-04-26,22,0,1
"17884","Brazil",2020-04-26,63100,30152,4286
"17885","Brunei",2020-04-26,138,123,1
"17886","Bulgaria",2020-04-26,1300,205,56
"17887","Burkina Faso",2020-04-26,632,453,42
"17888","Burma",2020-04-26,146,10,5
"17889","Burundi",2020-04-26,11,4,1
"17890","Cabo Verde",2020-04-26,106,1,1
"17891","Cambodia",2020-04-26,122,117,0
"17892","Cameroon",2020-04-26,1621,786,56
"17893","Canada",2020-04-26,48033,16883,2687
"17894","Central African Republic",2020-04-26,19,10,0
"17895","Chad",2020-04-26,46,15,0
"17896","Chile",2020-04-26,13331,7024,189
"17897","China",2020-04-26,83912,78277,4637
"17898","Colombia",2020-04-26,5379,1133,244
"17899","Comoros",2020-04-26,0,0,0
"17900","Congo (Brazzaville)",2020-04-26,200,19,6
"17901","Congo (Kinshasa)",2020-04-26,442,50,28
"17902","Costa Rica",2020-04-26,695,264,6
"17903","Cote d'Ivoire",2020-04-26,1150,468,14
"17904","Croatia",2020-04-26,2030,1103,55
"17905","Cuba",2020-04-26,1369,501,54
"17906","Cyprus",2020-04-26,817,148,14
"17907","Czechia",2020-04-26,7404,2545,220
"17908","Denmark",2020-04-26,8773,5994,422
"17909","Diamond Princess",2020-04-26,712,645,13
"17910","Djibouti",2020-04-26,1023,411,2
"17911","Dominica",2020-04-26,16,13,0
"17912","Dominican Republic",2020-04-26,6135,910,278
"17913","Ecuador",2020-04-26,22719,1366,576
"17914","Egypt",2020-04-26,4534,1176,317
"17915","El Salvador",2020-04-26,298,83,8
"17916","Equatorial Guinea",2020-04-26,258,8,1
"17917","Eritrea",2020-04-26,39,13,0
"17918","Estonia",2020-04-26,1643,233,49
"17919","Eswatini",2020-04-26,59,10,1
"17920","Ethiopia",2020-04-26,123,41,3
"17921","Fiji",2020-04-26,18,12,0
"17922","Finland",2020-04-26,4576,2500,190
"17923","France",2020-04-26,162220,44903,22859
"17924","Gabon",2020-04-26,176,30,3
"17925","Gambia",2020-04-26,10,8,1
"17926","Georgia",2020-04-26,486,149,6
"17927","Germany",2020-04-26,157770,112000,5976
"17928","Ghana",2020-04-26,1550,155,11
"17929","Greece",2020-04-26,2517,577,134
"17930","Grenada",2020-04-26,18,7,0
"17931","Guatemala",2020-04-26,500,49,15
"17932","Guinea",2020-04-26,996,208,7
"17933","Guinea-Bissau",2020-04-26,53,3,1
"17934","Guyana",2020-04-26,74,12,8
"17935","Haiti",2020-04-26,74,7,6
"17936","Holy See",2020-04-26,9,2,0
"17937","Honduras",2020-04-26,627,65,59
"17938","Hungary",2020-04-26,2500,485,272
"17939","Iceland",2020-04-26,1792,1608,10
"17940","India",2020-04-26,27890,6523,881
"17941","Indonesia",2020-04-26,8882,1107,743
"17942","Iran",2020-04-26,90481,69657,5710
"17943","Iraq",2020-04-26,1820,1263,87
"17944","Ireland",2020-04-26,19262,9233,1087
"17945","Israel",2020-04-26,15443,6731,201
"17946","Italy",2020-04-26,197675,64928,26644
"17947","Jamaica",2020-04-26,350,28,7
"17948","Japan",2020-04-26,13441,1809,372
"17949","Jordan",2020-04-26,447,337,7
"17950","Kazakhstan",2020-04-26,2717,682,25
"17951","Kenya",2020-04-26,355,106,14
"17952","Korea, South",2020-04-26,10738,8764,243
"17953","Kosovo",2020-04-26,763,166,21
"17954","Kuwait",2020-04-26,3075,806,20
"17955","Kyrgyzstan",2020-04-26,682,370,8
"17956","Laos",2020-04-26,19,7,0
"17957","Latvia",2020-04-26,812,267,12
"17958","Lebanon",2020-04-26,707,145,24
"17959","Lesotho",2020-04-26,0,0,0
"17960","Liberia",2020-04-26,124,25,12
"17961","Libya",2020-04-26,61,18,2
"17962","Liechtenstein",2020-04-26,82,55,1
"17963","Lithuania",2020-04-26,1438,467,41
"17964","Luxembourg",2020-04-26,3723,3104,88
"17965","Madagascar",2020-04-26,124,71,0
"17966","Malawi",2020-04-26,34,4,3
"17967","Malaysia",2020-04-26,5780,3862,98
"17968","Maldives",2020-04-26,214,17,0
"17969","Mali",2020-04-26,389,112,23
"17970","Malta",2020-04-26,448,282,4
"17971","Mauritania",2020-04-26,7,6,1
"17972","Mauritius",2020-04-26,332,299,9
"17973","Mexico",2020-04-26,14677,8354,1351
"17974","Moldova",2020-04-26,3408,895,96
"17975","Monaco",2020-04-26,94,42,4
"17976","Mongolia",2020-04-26,38,9,0
"17977","Montenegro",2020-04-26,321,153,7
"17978","Morocco",2020-04-26,4065,593,161
"17979","Mozambique",2020-04-26,76,12,0
"17980","MS Zaandam",2020-04-26,9,0,2
"17981","Namibia",2020-04-26,16,8,0
"17982","Nepal",2020-04-26,52,16,0
"17983","Netherlands",2020-04-26,38040,117,4491
"17984","New Zealand",2020-04-26,1469,1180,19
"17985","Nicaragua",2020-04-26,13,7,3
"17986","Niger",2020-04-26,696,350,29
"17987","Nigeria",2020-04-26,1273,239,40
"17988","North Macedonia",2020-04-26,1386,500,61
"17989","Norway",2020-04-26,7527,32,201
"17990","Oman",2020-04-26,1998,333,10
"17991","Pakistan",2020-04-26,13915,3029,292
"17992","Panama",2020-04-26,5779,338,165
"17993","Papua New Guinea",2020-04-26,8,0,0
"17994","Paraguay",2020-04-26,228,85,9
"17995","Peru",2020-04-26,27517,8088,728
"17996","Philippines",2020-04-26,7579,862,501
"17997","Poland",2020-04-26,11617,2265,535
"17998","Portugal",2020-04-26,23864,1329,903
"17999","Qatar",2020-04-26,10287,1012,10
"18000","Romania",2020-04-26,11036,3054,619
"18001","Russia",2020-04-26,80949,6767,747
"18002","Rwanda",2020-04-26,191,92,0
"18003","Saint Kitts and Nevis",2020-04-26,15,2,0
"18004","Saint Lucia",2020-04-26,15,15,0
"18005","Saint Vincent and the Grenadines",2020-04-26,14,5,0
"18006","San Marino",2020-04-26,538,64,41
"18007","Sao Tome and Principe",2020-04-26,4,0,0
"18008","Saudi Arabia",2020-04-26,17522,2357,139
"18009","Senegal",2020-04-26,671,283,9
"18010","Serbia",2020-04-26,8042,1182,156
"18011","Seychelles",2020-04-26,11,6,0
"18012","Sierra Leone",2020-04-26,93,10,4
"18013","Singapore",2020-04-26,13624,1060,12
"18014","Slovakia",2020-04-26,1379,394,18
"18015","Slovenia",2020-04-26,1396,221,82
"18016","Somalia",2020-04-26,436,10,23
"18017","South Africa",2020-04-26,4546,1473,87
"18018","South Sudan",2020-04-26,6,0,0
"18019","Spain",2020-04-26,207634,98372,23190
"18020","Sri Lanka",2020-04-26,523,120,7
"18021","Sudan",2020-04-26,237,20,21
"18022","Suriname",2020-04-26,10,7,1
"18023","Sweden",2020-04-26,18640,0,2194
"18024","Switzerland",2020-04-26,29061,21800,1610
"18025","Syria",2020-04-26,43,14,3
"18026","Taiwan*",2020-04-26,429,281,6
"18027","Tajikistan",2020-04-26,0,0,0
"18028","Tanzania",2020-04-26,299,48,10
"18029","Thailand",2020-04-26,2922,2594,51
"18030","Timor-Leste",2020-04-26,24,2,0
"18031","Togo",2020-04-26,98,62,6
"18032","Trinidad and Tobago",2020-04-26,115,54,8
"18033","Tunisia",2020-04-26,949,216,38
"18034","Turkey",2020-04-26,110130,29140,2805
"18035","Uganda",2020-04-26,79,46,0
"18036","Ukraine",2020-04-26,8617,840,209
"18037","United Arab Emirates",2020-04-26,10349,1978,76
"18038","United Kingdom",2020-04-26,154037,778,24117
"18039","Uruguay",2020-04-26,606,375,15
"18040","US",2020-04-26,968517,106988,55162
"18041","Uzbekistan",2020-04-26,1869,789,8
"18042","Venezuela",2020-04-26,325,137,10
"18043","Vietnam",2020-04-26,270,225,0
"18044","West Bank and Gaza",2020-04-26,342,83,2
"18045","Western Sahara",2020-04-26,6,5,0
"18046","Yemen",2020-04-26,1,1,0
"18047","Zambia",2020-04-26,88,42,3
"18048","Zimbabwe",2020-04-26,31,2,4
"18049","Afghanistan",2020-04-27,1703,220,57
"18050","Albania",2020-04-27,736,422,28
"18051","Algeria",2020-04-27,3517,1558,432
"18052","Andorra",2020-04-27,743,385,40
"18053","Angola",2020-04-27,27,6,2
"18054","Antigua and Barbuda",2020-04-27,24,11,3
"18055","Argentina",2020-04-27,4003,1140,197
"18056","Armenia",2020-04-27,1808,848,29
"18057","Australia",2020-04-27,6721,5588,83
"18058","Austria",2020-04-27,15274,12362,549
"18059","Azerbaijan",2020-04-27,1678,1162,22
"18060","Bahamas",2020-04-27,80,22,11
"18061","Bahrain",2020-04-27,2723,1218,8
"18062","Bangladesh",2020-04-27,5913,131,152
"18063","Barbados",2020-04-27,80,39,6
"18064","Belarus",2020-04-27,11289,1740,75
"18065","Belgium",2020-04-27,46687,10878,7207
"18066","Belize",2020-04-27,18,6,2
"18067","Benin",2020-04-27,64,33,1
"18068","Bhutan",2020-04-27,7,4,0
"18069","Bolivia",2020-04-27,1014,98,53
"18070","Bosnia and Herzegovina",2020-04-27,1565,659,60
"18071","Botswana",2020-04-27,22,0,1
"18072","Brazil",2020-04-27,67446,31142,4603
"18073","Brunei",2020-04-27,138,124,1
"18074","Bulgaria",2020-04-27,1363,206,58
"18075","Burkina Faso",2020-04-27,635,469,42
"18076","Burma",2020-04-27,146,16,5
"18077","Burundi",2020-04-27,11,4,1
"18078","Cabo Verde",2020-04-27,109,1,1
"18079","Cambodia",2020-04-27,122,119,0
"18080","Cameroon",2020-04-27,1705,805,58
"18081","Canada",2020-04-27,49616,18268,2841
"18082","Central African Republic",2020-04-27,19,10,0
"18083","Chad",2020-04-27,46,15,0
"18084","Chile",2020-04-27,13813,7327,198
"18085","China",2020-04-27,83918,78374,4637
"18086","Colombia",2020-04-27,5597,1210,253
"18087","Comoros",2020-04-27,0,0,0
"18088","Congo (Brazzaville)",2020-04-27,200,19,6
"18089","Congo (Kinshasa)",2020-04-27,459,50,28
"18090","Costa Rica",2020-04-27,697,287,6
"18091","Cote d'Ivoire",2020-04-27,1164,499,14
"18092","Croatia",2020-04-27,2039,1166,59
"18093","Cuba",2020-04-27,1389,525,56
"18094","Cyprus",2020-04-27,822,148,15
"18095","Czechia",2020-04-27,7445,2826,223
"18096","Denmark",2020-04-27,8896,6148,427
"18097","Diamond Princess",2020-04-27,712,645,13
"18098","Djibouti",2020-04-27,1035,477,2
"18099","Dominica",2020-04-27,16,13,0
"18100","Dominican Republic",2020-04-27,6293,993,282
"18101","Ecuador",2020-04-27,23240,1557,663
"18102","Egypt",2020-04-27,4782,1236,337
"18103","El Salvador",2020-04-27,323,89,8
"18104","Equatorial Guinea",2020-04-27,258,9,1
"18105","Eritrea",2020-04-27,39,13,0
"18106","Estonia",2020-04-27,1647,233,50
"18107","Eswatini",2020-04-27,65,10,1
"18108","Ethiopia",2020-04-27,124,50,3
"18109","Fiji",2020-04-27,18,12,0
"18110","Finland",2020-04-27,4695,2500,193
"18111","France",2020-04-27,165963,45513,23296
"18112","Gabon",2020-04-27,211,43,3
"18113","Gambia",2020-04-27,10,8,1
"18114","Georgia",2020-04-27,497,156,6
"18115","Germany",2020-04-27,158758,114500,6126
"18116","Ghana",2020-04-27,1550,155,11
"18117","Greece",2020-04-27,2534,577,136
"18118","Grenada",2020-04-27,18,7,0
"18119","Guatemala",2020-04-27,530,49,15
"18120","Guinea",2020-04-27,1163,246,7
"18121","Guinea-Bissau",2020-04-27,73,18,1
"18122","Guyana",2020-04-27,74,15,8
"18123","Haiti",2020-04-27,76,8,6
"18124","Holy See",2020-04-27,9,2,0
"18125","Honduras",2020-04-27,661,79,61
"18126","Hungary",2020-04-27,2583,498,280
"18127","Iceland",2020-04-27,1792,1624,10
"18128","India",2020-04-27,29451,7137,939
"18129","Indonesia",2020-04-27,9096,1151,765
"18130","Iran",2020-04-27,91472,70933,5806
"18131","Iraq",2020-04-27,1847,1286,88
"18132","Ireland",2020-04-27,19648,9233,1102
"18133","Israel",2020-04-27,15555,7200,204
"18134","Italy",2020-04-27,199414,66624,26977
"18135","Jamaica",2020-04-27,364,29,7
"18136","Japan",2020-04-27,14153,1899,385
"18137","Jordan",2020-04-27,449,342,7
"18138","Kazakhstan",2020-04-27,2835,720,25
"18139","Kenya",2020-04-27,363,114,14
"18140","Korea, South",2020-04-27,10752,8854,244
"18141","Kosovo",2020-04-27,780,201,22
"18142","Kuwait",2020-04-27,3288,1012,22
"18143","Kyrgyzstan",2020-04-27,695,395,8
"18144","Laos",2020-04-27,19,7,0
"18145","Latvia",2020-04-27,818,267,13
"18146","Lebanon",2020-04-27,710,145,24
"18147","Lesotho",2020-04-27,0,0,0
"18148","Liberia",2020-04-27,124,25,12
"18149","Libya",2020-04-27,61,18,2
"18150","Liechtenstein",2020-04-27,82,55,1
"18151","Lithuania",2020-04-27,1449,474,41
"18152","Luxembourg",2020-04-27,3729,3123,88
"18153","Madagascar",2020-04-27,128,75,0
"18154","Malawi",2020-04-27,36,4,3
"18155","Malaysia",2020-04-27,5820,3957,99
"18156","Maldives",2020-04-27,226,17,0
"18157","Mali",2020-04-27,408,113,23
"18158","Malta",2020-04-27,450,286,4
"18159","Mauritania",2020-04-27,7,6,1
"18160","Mauritius",2020-04-27,334,302,10
"18161","Mexico",2020-04-27,15529,9086,1434
"18162","Moldova",2020-04-27,3481,925,102
"18163","Monaco",2020-04-27,95,42,4
"18164","Mongolia",2020-04-27,38,10,0
"18165","Montenegro",2020-04-27,321,189,7
"18166","Morocco",2020-04-27,4120,695,162
"18167","Mozambique",2020-04-27,76,12,0
"18168","MS Zaandam",2020-04-27,9,0,2
"18169","Namibia",2020-04-27,16,8,0
"18170","Nepal",2020-04-27,52,16,0
"18171","Netherlands",2020-04-27,38440,117,4534
"18172","New Zealand",2020-04-27,1472,1214,19
"18173","Nicaragua",2020-04-27,13,7,3
"18174","Niger",2020-04-27,701,385,29
"18175","Nigeria",2020-04-27,1337,255,40
"18176","North Macedonia",2020-04-27,1399,553,65
"18177","Norway",2020-04-27,7599,32,205
"18178","Oman",2020-04-27,2049,364,10
"18179","Pakistan",2020-04-27,14612,3233,312
"18180","Panama",2020-04-27,6021,455,167
"18181","Papua New Guinea",2020-04-27,8,0,0
"18182","Paraguay",2020-04-27,228,93,9
"18183","Peru",2020-04-27,28699,8425,782
"18184","Philippines",2020-04-27,7777,932,511
"18185","Poland",2020-04-27,11902,2466,562
"18186","Portugal",2020-04-27,24027,1357,928
"18187","Qatar",2020-04-27,11244,1066,10
"18188","Romania",2020-04-27,11339,3141,641
"18189","Russia",2020-04-27,87147,7346,794
"18190","Rwanda",2020-04-27,207,93,0
"18191","Saint Kitts and Nevis",2020-04-27,15,2,0
"18192","Saint Lucia",2020-04-27,15,15,0
"18193","Saint Vincent and the Grenadines",2020-04-27,15,8,0
"18194","San Marino",2020-04-27,538,64,41
"18195","Sao Tome and Principe",2020-04-27,4,0,0
"18196","Saudi Arabia",2020-04-27,18811,2531,144
"18197","Senegal",2020-04-27,736,284,9
"18198","Serbia",2020-04-27,8275,1209,162
"18199","Seychelles",2020-04-27,11,6,0
"18200","Sierra Leone",2020-04-27,93,10,4
"18201","Singapore",2020-04-27,14423,1095,14
"18202","Slovakia",2020-04-27,1381,403,18
"18203","Slovenia",2020-04-27,1402,221,83
"18204","Somalia",2020-04-27,480,10,26
"18205","South Africa",2020-04-27,4793,1473,90
"18206","South Sudan",2020-04-27,6,0,0
"18207","Spain",2020-04-27,209465,100875,23521
"18208","Sri Lanka",2020-04-27,588,126,7
"18209","Sudan",2020-04-27,275,21,22
"18210","Suriname",2020-04-27,10,7,1
"18211","Sweden",2020-04-27,18926,0,2274
"18212","Switzerland",2020-04-27,29164,22200,1665
"18213","Syria",2020-04-27,43,19,3
"18214","Taiwan*",2020-04-27,429,290,6
"18215","Tajikistan",2020-04-27,0,0,0
"18216","Tanzania",2020-04-27,299,48,10
"18217","Thailand",2020-04-27,2931,2609,52
"18218","Timor-Leste",2020-04-27,24,2,0
"18219","Togo",2020-04-27,98,62,6
"18220","Trinidad and Tobago",2020-04-27,116,59,8
"18221","Tunisia",2020-04-27,967,279,39
"18222","Turkey",2020-04-27,112261,33791,2900
"18223","Uganda",2020-04-27,79,47,0
"18224","Ukraine",2020-04-27,9009,864,220
"18225","United Arab Emirates",2020-04-27,10839,2090,82
"18226","United Kingdom",2020-04-27,158348,807,24458
"18227","Uruguay",2020-04-27,620,386,15
"18228","US",2020-04-27,990993,111424,56502
"18229","Uzbekistan",2020-04-27,1904,892,8
"18230","Venezuela",2020-04-27,329,142,10
"18231","Vietnam",2020-04-27,270,225,0
"18232","West Bank and Gaza",2020-04-27,342,83,2
"18233","Western Sahara",2020-04-27,6,5,0
"18234","Yemen",2020-04-27,1,1,0
"18235","Zambia",2020-04-27,88,42,3
"18236","Zimbabwe",2020-04-27,32,5,4
"18237","Afghanistan",2020-04-28,1828,228,58
"18238","Albania",2020-04-28,750,431,30
"18239","Algeria",2020-04-28,3649,1651,437
"18240","Andorra",2020-04-28,743,398,41
"18241","Angola",2020-04-28,27,6,2
"18242","Antigua and Barbuda",2020-04-28,24,11,3
"18243","Argentina",2020-04-28,4127,1162,207
"18244","Armenia",2020-04-28,1867,866,30
"18245","Australia",2020-04-28,6744,5665,89
"18246","Austria",2020-04-28,15357,12580,569
"18247","Azerbaijan",2020-04-28,1717,1221,22
"18248","Bahamas",2020-04-28,80,23,11
"18249","Bahrain",2020-04-28,2811,1310,8
"18250","Bangladesh",2020-04-28,6462,139,155
"18251","Barbados",2020-04-28,80,39,6
"18252","Belarus",2020-04-28,12208,1993,79
"18253","Belgium",2020-04-28,47334,10943,7331
"18254","Belize",2020-04-28,18,9,2
"18255","Benin",2020-04-28,64,33,1
"18256","Bhutan",2020-04-28,7,5,0
"18257","Bolivia",2020-04-28,1053,110,55
"18258","Bosnia and Herzegovina",2020-04-28,1585,682,63
"18259","Botswana",2020-04-28,23,0,1
"18260","Brazil",2020-04-28,73235,32544,5083
"18261","Brunei",2020-04-28,138,124,1
"18262","Bulgaria",2020-04-28,1399,222,58
"18263","Burkina Faso",2020-04-28,638,476,42
"18264","Burma",2020-04-28,150,16,5
"18265","Burundi",2020-04-28,11,4,1
"18266","Cabo Verde",2020-04-28,114,2,1
"18267","Cambodia",2020-04-28,122,119,0
"18268","Cameroon",2020-04-28,1705,915,58
"18269","Canada",2020-04-28,51150,19231,2983
"18270","Central African Republic",2020-04-28,50,10,0
"18271","Chad",2020-04-28,52,19,2
"18272","Chile",2020-04-28,14365,7710,207
"18273","China",2020-04-28,83940,78422,4637
"18274","Colombia",2020-04-28,5949,1268,269
"18275","Comoros",2020-04-28,0,0,0
"18276","Congo (Brazzaville)",2020-04-28,207,19,8
"18277","Congo (Kinshasa)",2020-04-28,471,56,30
"18278","Costa Rica",2020-04-28,705,306,6
"18279","Cote d'Ivoire",2020-04-28,1183,525,14
"18280","Croatia",2020-04-28,2047,1232,63
"18281","Cuba",2020-04-28,1437,575,58
"18282","Cyprus",2020-04-28,837,148,15
"18283","Czechia",2020-04-28,7504,2948,227
"18284","Denmark",2020-04-28,9049,6313,434
"18285","Diamond Princess",2020-04-28,712,645,13
"18286","Djibouti",2020-04-28,1072,498,2
"18287","Dominica",2020-04-28,16,13,0
"18288","Dominican Republic",2020-04-28,6416,1165,286
"18289","Ecuador",2020-04-28,24258,1557,871
"18290","Egypt",2020-04-28,5042,1304,359
"18291","El Salvador",2020-04-28,345,97,8
"18292","Equatorial Guinea",2020-04-28,315,9,1
"18293","Eritrea",2020-04-28,39,19,0
"18294","Estonia",2020-04-28,1660,240,50
"18295","Eswatini",2020-04-28,71,10,1
"18296","Ethiopia",2020-04-28,126,50,3
"18297","Fiji",2020-04-28,18,12,0
"18298","Finland",2020-04-28,4740,2800,199
"18299","France",2020-04-28,169053,46886,23663
"18300","Gabon",2020-04-28,238,53,3
"18301","Gambia",2020-04-28,10,8,1
"18302","Georgia",2020-04-28,511,168,6
"18303","Germany",2020-04-28,159912,117400,6314
"18304","Ghana",2020-04-28,1671,188,16
"18305","Greece",2020-04-28,2566,577,138
"18306","Grenada",2020-04-28,19,10,0
"18307","Guatemala",2020-04-28,530,49,15
"18308","Guinea",2020-04-28,1240,269,7
"18309","Guinea-Bissau",2020-04-28,73,18,1
"18310","Guyana",2020-04-28,74,15,8
"18311","Haiti",2020-04-28,76,8,6
"18312","Holy See",2020-04-28,10,2,0
"18313","Honduras",2020-04-28,702,79,64
"18314","Hungary",2020-04-28,2649,516,291
"18315","Iceland",2020-04-28,1795,1636,10
"18316","India",2020-04-28,31324,7747,1008
"18317","Indonesia",2020-04-28,9511,1254,773
"18318","Iran",2020-04-28,92584,72439,5877
"18319","Iraq",2020-04-28,1928,1319,90
"18320","Ireland",2020-04-28,19877,9233,1159
"18321","Israel",2020-04-28,15728,7746,210
"18322","Italy",2020-04-28,201505,68941,27359
"18323","Jamaica",2020-04-28,364,29,7
"18324","Japan",2020-04-28,13736,1899,394
"18325","Jordan",2020-04-28,449,348,8
"18326","Kazakhstan",2020-04-28,3027,774,25
"18327","Kenya",2020-04-28,374,124,14
"18328","Korea, South",2020-04-28,10761,8922,246
"18329","Kosovo",2020-04-28,790,232,22
"18330","Kuwait",2020-04-28,3440,1176,23
"18331","Kyrgyzstan",2020-04-28,708,416,8
"18332","Laos",2020-04-28,19,7,0
"18333","Latvia",2020-04-28,836,267,13
"18334","Lebanon",2020-04-28,717,145,24
"18335","Lesotho",2020-04-28,0,0,0
"18336","Liberia",2020-04-28,141,45,16
"18337","Libya",2020-04-28,61,18,2
"18338","Liechtenstein",2020-04-28,82,55,1
"18339","Lithuania",2020-04-28,1344,536,44
"18340","Luxembourg",2020-04-28,3741,3123,89
"18341","Madagascar",2020-04-28,128,82,0
"18342","Malawi",2020-04-28,36,5,3
"18343","Malaysia",2020-04-28,5851,4032,100
"18344","Maldives",2020-04-28,250,17,0
"18345","Mali",2020-04-28,424,122,24
"18346","Malta",2020-04-28,458,303,4
"18347","Mauritania",2020-04-28,7,6,1
"18348","Mauritius",2020-04-28,334,303,10
"18349","Mexico",2020-04-28,16752,11423,1569
"18350","Moldova",2020-04-28,3638,975,103
"18351","Monaco",2020-04-28,95,50,4
"18352","Mongolia",2020-04-28,38,10,0
"18353","Montenegro",2020-04-28,321,199,7
"18354","Morocco",2020-04-28,4252,778,165
"18355","Mozambique",2020-04-28,76,12,0
"18356","MS Zaandam",2020-04-28,9,0,2
"18357","Namibia",2020-04-28,16,8,0
"18358","Nepal",2020-04-28,54,16,0
"18359","Netherlands",2020-04-28,38612,117,4582
"18360","New Zealand",2020-04-28,1474,1229,19
"18361","Nicaragua",2020-04-28,13,7,3
"18362","Niger",2020-04-28,709,403,31
"18363","Nigeria",2020-04-28,1532,255,44
"18364","North Macedonia",2020-04-28,1421,589,71
"18365","Norway",2020-04-28,7660,32,206
"18366","Oman",2020-04-28,2131,364,10
"18367","Pakistan",2020-04-28,15525,3425,343
"18368","Panama",2020-04-28,6021,455,167
"18369","Papua New Guinea",2020-04-28,8,0,0
"18370","Paraguay",2020-04-28,239,102,9
"18371","Peru",2020-04-28,31190,9179,854
"18372","Philippines",2020-04-28,7958,975,530
"18373","Poland",2020-04-28,12218,2655,596
"18374","Portugal",2020-04-28,24322,1389,948
"18375","Qatar",2020-04-28,11921,1134,10
"18376","Romania",2020-04-28,11616,3404,663
"18377","Russia",2020-04-28,93558,8456,867
"18378","Rwanda",2020-04-28,212,95,0
"18379","Saint Kitts and Nevis",2020-04-28,15,4,0
"18380","Saint Lucia",2020-04-28,15,15,0
"18381","Saint Vincent and the Grenadines",2020-04-28,15,8,0
"18382","San Marino",2020-04-28,553,64,41
"18383","Sao Tome and Principe",2020-04-28,8,4,0
"18384","Saudi Arabia",2020-04-28,20077,2784,152
"18385","Senegal",2020-04-28,823,296,9
"18386","Serbia",2020-04-28,8497,1260,168
"18387","Seychelles",2020-04-28,11,6,0
"18388","Sierra Leone",2020-04-28,104,12,4
"18389","Singapore",2020-04-28,14951,1128,14
"18390","Slovakia",2020-04-28,1384,423,20
"18391","Slovenia",2020-04-28,1408,223,86
"18392","Somalia",2020-04-28,528,19,28
"18393","South Africa",2020-04-28,4996,2073,93
"18394","South Sudan",2020-04-28,34,0,0
"18395","Spain",2020-04-28,210773,102548,23822
"18396","Sri Lanka",2020-04-28,619,134,7
"18397","Sudan",2020-04-28,318,31,25
"18398","Suriname",2020-04-28,10,7,1
"18399","Sweden",2020-04-28,19621,0,2355
"18400","Switzerland",2020-04-28,29264,22600,1699
"18401","Syria",2020-04-28,43,21,3
"18402","Taiwan*",2020-04-28,429,307,6
"18403","Tajikistan",2020-04-28,0,0,0
"18404","Tanzania",2020-04-28,299,48,10
"18405","Thailand",2020-04-28,2938,2652,54
"18406","Timor-Leste",2020-04-28,24,6,0
"18407","Togo",2020-04-28,99,63,6
"18408","Trinidad and Tobago",2020-04-28,116,59,8
"18409","Tunisia",2020-04-28,975,279,40
"18410","Turkey",2020-04-28,114653,38809,2992
"18411","Uganda",2020-04-28,79,52,0
"18412","Ukraine",2020-04-28,9410,992,239
"18413","United Arab Emirates",2020-04-28,11380,2181,89
"18414","United Kingdom",2020-04-28,162350,813,25369
"18415","Uruguay",2020-04-28,625,394,15
"18416","US",2020-04-28,1015518,115936,58632
"18417","Uzbekistan",2020-04-28,1939,992,8
"18418","Venezuela",2020-04-28,329,142,10
"18419","Vietnam",2020-04-28,270,222,0
"18420","West Bank and Gaza",2020-04-28,343,71,2
"18421","Western Sahara",2020-04-28,6,5,0
"18422","Yemen",2020-04-28,1,1,0
"18423","Zambia",2020-04-28,95,42,3
"18424","Zimbabwe",2020-04-28,32,5,4
"18425","Afghanistan",2020-04-29,1939,252,60
"18426","Albania",2020-04-29,766,455,30
"18427","Algeria",2020-04-29,3848,1702,444
"18428","Andorra",2020-04-29,743,423,42
"18429","Angola",2020-04-29,27,7,2
"18430","Antigua and Barbuda",2020-04-29,24,11,3
"18431","Argentina",2020-04-29,4285,1192,214
"18432","Armenia",2020-04-29,1932,900,30
"18433","Australia",2020-04-29,6752,5715,91
"18434","Austria",2020-04-29,15402,12779,580
"18435","Azerbaijan",2020-04-29,1766,1267,23
"18436","Bahamas",2020-04-29,80,23,11
"18437","Bahrain",2020-04-29,2921,1455,8
"18438","Bangladesh",2020-04-29,7103,150,163
"18439","Barbados",2020-04-29,80,39,7
